goal	rule	score
parent(cassian_lunaris, Z2)	parent(cassian_lunaris, toren_emberfall)	0
ancestor(A, L3)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
serves(toren_emberfall, L12)	serves(toren_emberfall, ren_emberfall)	0
located_in(S2, R12)	located_in(sunspire_keep, southern_realm)	0
lives_in(X8, S8)	lives_in(alina_riverwyn, moonwatch_castle)	0
member_of_house(X2, house_stoneward)	member_of_house(talia_lunaris, house_stoneward)	0
parent(vessa_lunaris, Z2)	parent(vessa_lunaris, galen_stoneward)	0
serves(L13, L14)	serves(L13, faye_thornvale)	0
ancestor(selene_lunaris, B)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
lives_in(X4, S4)	lives_in(wren_thornvale, rivermeet_hall)	0
located_in(S1, R11)	located_in(moonwatch_castle, central_realm)	0
parent(faye_thornvale, Z10)	parent(faye_thornvale, elara_solaris)	0
parent(evan_riverwyn, Z3)	parent(evan_riverwyn, selene_lunaris)	0
serves(lyra_thornvale, L112)	serves(lyra_thornvale, mira_riverwyn)	0
located_in(S1, R11)	located_in(stonegate_keep, western_realm)	0
parent(vessa_lunaris, Z9)	parent(vessa_lunaris, selene_lunaris)	0
connected_region(thornwood, L)	connected_region(A, B) :- road(A, B)	0
ancestor(seris_solaris, L3)	ancestor(X, Y) :- parent(X, Y)	0
located_in(S3, R13)	located_in(emberfall_hold, riverlands)	0
serves(X11, L111)	serves(L110, pyr_emberfall)	0
serves(X8, L18)	serves(selene_lunaris, evan_riverwyn)	0
member_of_house(X2, house_stoneward)	member_of_house(rhea_riverwyn, house_stoneward)	0
lives_in(X8, S8)	lives_in(pyr_emberfall, sunspire_keep)	0
lives_in(X4, S4)	lives_in(elara_solaris, granite_bay)	0
part_of(R19, R9)	part_of(cinderlands, sunreach)	0
connected_region(cinderlands, L)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
parent(cassian_lunaris, nyra_lunaris)	parent(cassian_lunaris, nyra_lunaris)	0
parent(nash_stoneward, Z12)	parent(nash_stoneward, cassian_lunaris)	0
serves(L17, L18)	serves(L17, garrick_emberfall)	0
part_of(R13, cinderlands)	part_of(moonfen, cinderlands)	0
connected_region(riverlands, S)	connected_region(A, B) :- road(A, B)	0
located_in(S7, R17)	located_in(rivermeet_hall, western_realm)	0
ancestor(A, R2)	ancestor(X, Y) :- parent(X, Y)	0
road(central_realm, B5)	road(central_realm, stonecoast)	0
located_in(S5, R5)	located_in(thornvale_manor, riverlands)	0
serves(X12, L112)	serves(darian_stoneward, wren_thornvale)	0
located_in(S0, R10)	located_in(mistharbor, western_realm)	0
serves(A, L10)	serves(A, evan_riverwyn)	0
part_of(R15, R5)	part_of(thornwood, cinderlands)	0
parent(cassian_lunaris, Z9)	parent(cassian_lunaris, brom_emberfall)	0
part_of(R13, moonfen)	part_of(cinderlands, moonfen)	0
lives_in(X4, S4)	lives_in(nella_riverwyn, mistharbor)	0
parent(selene_lunaris, Z12)	parent(selene_lunaris, evan_riverwyn)	0
parent(ash_thornvale, Z11)	parent(ash_thornvale, toren_emberfall)	0
parent(C, Z0)	parent(C, tessa_stoneward)	0
parent(mira_riverwyn, Z11)	parent(mira_riverwyn, selene_lunaris)	0
parent(sylvi_emberfall, Z3)	parent(sylvi_emberfall, tessa_stoneward)	0
parent(ren_emberfall, Z4)	parent(ren_emberfall, elara_solaris)	0
located_in(S8, R18)	located_in(S8, central_realm)	0
ancestor(wren_thornvale, L3)	ancestor(X, Y) :- parent(X, Y)	0
parent(toren_emberfall, Z9)	parent(toren_emberfall, petra_stoneward)	0
lives_in(X4, S4)	lives_in(petra_stoneward, thornvale_manor)	0
parent(aelric_solaris, Z3)	parent(aelric_solaris, maeve_solaris)	0
serves(aelric_solaris, L19)	serves(aelric_solaris, garrick_emberfall)	0
parent(liora_solaris, Z2)	parent(liora_solaris, cassian_lunaris)	0
parent(cassian_lunaris, Z4)	parent(cassian_lunaris, galen_stoneward)	0
serves(X0, L10)	serves(X, maeve_solaris)	0
parent(caelan_solaris, Z8)	parent(caelan_solaris, cedric_thornvale)	0
serves(toren_emberfall, L112)	serves(toren_emberfall, cedric_thornvale)	0
member_of_house(X4, house_stoneward)	member_of_house(sylvi_emberfall, house_stoneward)	0
located_in(rivermeet_hall, R12)	located_in(rivermeet_hall, stonecoast)	0
located_in(S5, R15)	located_in(ashport, thornwood)	0
serves(maris_riverwyn, L112)	serves(maris_riverwyn, iris_lunaris)	0
connected_region(western_realm, L2)	connected_region(A, B) :- road(A, B)	0
parent(iris_lunaris, Z12)	parent(iris_lunaris, selene_lunaris)	0
serves(L13, L14)	serves(L13, ash_thornvale)	0
lives_in(X4, S4)	lives_in(alina_riverwyn, ashport)	0
lives_in(lyra_thornvale, S4)	lives_in(lyra_thornvale, sunspire_keep)	0
resident_of(elara_solaris, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
located_in(S7, R7)	located_in(thornvale_manor, riverlands)	0
serves(X12, L112)	serves(aelric_solaris, kara_stoneward)	0
serves(X12, L112)	serves(lyra_thornvale, leon_lunaris)	0
parent(kara_stoneward, Z2)	parent(kara_stoneward, tessa_stoneward)	0
member_of_house(garrick_emberfall, Z)	member_of_house(garrick_emberfall, eastern_realm)	0
part_of(R17, R7)	part_of(cinderlands, cinderlands)	0
parent(cedric_thornvale, Z3)	parent(cedric_thornvale, petra_stoneward)	0
located_in(S4, R14)	located_in(sunspire_keep, northern_realm)	0
connected_region(sunreach, L)	connected_region(A, B) :- road(A, B)	0
parent(talia_lunaris, Z10)	parent(talia_lunaris, isolde_thornvale)	0
ancestor(aelric_solaris, L3)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
parent(mira_riverwyn, Z4)	parent(mira_riverwyn, evan_riverwyn)	0
located_in(S7, R17)	located_in(emberfall_hold, riverlands)	0
parent(Z9, Z10)	parent(Z9, isolde_thornvale)	0
parent(kara_stoneward, Z4)	parent(kara_stoneward, nyra_lunaris)	0
lives_in(X2, S2)	lives_in(seris_solaris, ashport)	0
parent(pyr_emberfall, Z3)	parent(pyr_emberfall, nyra_lunaris)	0
lives_in(talia_lunaris, S3)	lives_in(talia_lunaris, stonegate_keep)	0
parent(liora_solaris, Z9)	parent(liora_solaris, tessa_stoneward)	0
ancestor(briar_thornvale, L3)	ancestor(X, Y) :- parent(X, Y)	0
part_of(R13, R3)	part_of(thornwood, riverlands)	0
seat_of(H2, S2)	seat_of(house_stoneward, goldmarket)	0
parent(toren_emberfall, Z10)	parent(toren_emberfall, cedric_thornvale)	0
parent(cedric_thornvale, Z2)	parent(cedric_thornvale, toren_emberfall)	0
parent(owen_stoneward, Z3)	parent(owen_stoneward, orion_solaris)	0
lives_in(X2, S2)	lives_in(kellan_riverwyn, stonegate_keep)	0
parent(cassian_lunaris, Z10)	parent(cassian_lunaris, evan_riverwyn)	0
lives_in(X7, S7)	lives_in(bram_stoneward, greenhollow)	0
parent(toren_emberfall, Z2)	parent(toren_emberfall, elara_solaris)	0
parent(wren_thornvale, Z11)	parent(wren_thornvale, lyra_thornvale)	0
serves(X8, L18)	serves(lyra_thornvale, rhea_riverwyn)	0
parent(cedric_thornvale, Z12)	parent(cedric_thornvale, tessa_stoneward)	0
parent(ash_thornvale, Z10)	parent(ash_thornvale, evan_riverwyn)	0
serves(X9, L19)	serves(darian_stoneward, caelan_solaris)	0
serves(X11, L111)	serves(selene_lunaris, ren_emberfall)	0
lives_in(X4, S4)	lives_in(seris_solaris, greenhollow)	0
ancestor(garrick_emberfall, A)	ancestor(X, Y) :- parent(X, Y)	0
parent(caelan_solaris, Z8)	parent(caelan_solaris, galen_stoneward)	0
fealty_chain(maris_riverwyn, H1)	fealty_chain(X, L2) :- serves(X, L1), serves(L1, L2)	0
ancestor(liora_solaris, C)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
adult(alina_riverwyn)	adult(X) :- age_group(X, adult)	0
lives_in(X5, S5)	lives_in(northern_realm, goldmarket)	0
parent(wren_thornvale, Z10)	parent(wren_thornvale, galen_stoneward)	0
serves(X13, L113)	serves(selene_lunaris, liora_solaris)	0
located_in(S0, R10)	located_in(moonwatch_castle, thornwood)	0
lives_in(X2, S2)	lives_in(rowan_thornvale, goldmarket)	0
serves(X9, L19)	serves(lyra_thornvale, mira_riverwyn)	0
parent(maris_riverwyn, Z11)	parent(maris_riverwyn, lyra_thornvale)	0
parent(aelric_solaris, Z0)	parent(aelric_solaris, galen_stoneward)	0
ancestor(wren_thornvale, S)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
road(sunreach, cinderlands)	road(sunreach, cinderlands)	0
parent(nella_riverwyn, Z3)	parent(nella_riverwyn, isolde_thornvale)	0
road(stonecoast, B3)	road(stonecoast, stonecoast)	0
parent(ash_thornvale, Z12)	parent(ash_thornvale, nyra_lunaris)	0
ancestor(nash_stoneward, A)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
lives_in(X7, S7)	lives_in(petra_stoneward, granite_bay)	0
parent(Z2, Z3)	parent(Z2, tessa_stoneward)	0
parent(cassian_lunaris, Z2)	parent(cassian_lunaris, myra_emberfall)	0
part_of(thornwood, B4)	part_of(thornwood, moonfen)	0
parent(myra_emberfall, Z12)	parent(myra_emberfall, theron_lunaris)	0
parent(kara_stoneward, Z10)	parent(kara_stoneward, maeve_solaris)	0
parent(talia_lunaris, Z3)	parent(talia_lunaris, cedric_thornvale)	0
parent(seris_solaris, Z4)	parent(seris_solaris, evan_riverwyn)	0
parent(garrick_emberfall, Z12)	parent(garrick_emberfall, rowan_thornvale)	0
parent(petra_stoneward, Z10)	parent(petra_stoneward, maris_riverwyn)	0
located_in(S1, R11)	located_in(ashport, western_realm)	0
serves(aelric_solaris, L112)	serves(aelric_solaris, iris_lunaris)	0
parent(maris_riverwyn, Z11)	parent(maris_riverwyn, maris_riverwyn)	0
parent(sylvi_emberfall, Z12)	parent(sylvi_emberfall, nyra_lunaris)	0
parent(rhea_riverwyn, Z12)	parent(rhea_riverwyn, petra_stoneward)	0
lives_in(faye_thornvale, S4)	lives_in(faye_thornvale, emberfall_hold)	0
resident_of(galen_stoneward, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
located_in(S1, R11)	located_in(mistharbor, southern_realm)	0
can_travel(R1, L)	can_travel(X, R) :- resident_of(X, R)	0
parent(darius_solaris, Z3)	parent(darius_solaris, evan_riverwyn)	0
lives_in(X8, S8)	lives_in(maris_riverwyn, granite_bay)	0
parent(leon_lunaris, Z10)	parent(leon_lunaris, orion_solaris)	0
parent(garrick_emberfall, Z4)	parent(garrick_emberfall, tessa_stoneward)	0
sworn_to(house_lunaris, house_riverwyn)	sworn_to(house_lunaris, house_riverwyn)	0
parent(aelric_solaris, Z11)	parent(aelric_solaris, corin_riverwyn)	0
parent(owen_stoneward, Z11)	parent(owen_stoneward, selene_lunaris)	0
parent(toren_emberfall, Z4)	parent(toren_emberfall, myra_emberfall)	0
lives_in(X3, S3)	lives_in(alina_riverwyn, greenhollow)	0
road(sunreach, B12)	road(sunreach, cinderlands)	0
parent(vessa_lunaris, Z2)	parent(vessa_lunaris, isolde_thornvale)	0
located_in(S0, R10)	located_in(granite_bay, thornwood)	0
serves(L111, L112)	serves(L111, liora_solaris)	0
ancestor(lyra_thornvale, R2)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
parent(ren_emberfall, Z4)	parent(ren_emberfall, selene_lunaris)	0
serves(X6, L16)	serves(maris_riverwyn, pyr_emberfall)	0
serves(X8, L18)	serves(darian_stoneward, wren_thornvale)	0
located_in(S9, R9)	located_in(granite_bay, cinderlands)	0
serves(X5, L15)	serves(toren_emberfall, cassian_lunaris)	0
parent(vessa_lunaris, Z11)	parent(vessa_lunaris, aelric_solaris)	0
serves(X2, L12)	serves(selene_lunaris, petra_stoneward)	0
parent(nella_riverwyn, Z2)	parent(nella_riverwyn, alina_riverwyn)	0
lives_in(X3, S3)	lives_in(lyra_thornvale, emberfall_hold)	0
sworn_to(house_solaris, B2)	sworn_to(house_solaris, house_stoneward)	0
parent(selene_lunaris, Z4)	parent(selene_lunaris, kaela_emberfall)	0
parent(darian_stoneward, Z4)	parent(darian_stoneward, maeve_solaris)	0
parent(sylvi_emberfall, Z3)	parent(sylvi_emberfall, evan_riverwyn)	0
fealty_chain(L, H1)	fealty_chain(X, L3) :- serves(X, L1), fealty_chain(L1, L3)	0
lives_in(X3, S3)	lives_in(maeve_solaris, ashport)	0
lives_in(X8, S8)	lives_in(corin_riverwyn, thornvale_manor)	0
lives_in(X8, S8)	lives_in(liora_solaris, sunspire_keep)	0
parent(vessa_lunaris, Z3)	parent(vessa_lunaris, kaela_emberfall)	0
lives_in(X7, S7)	lives_in(theron_lunaris, ashport)	0
serves(aelric_solaris, L18)	serves(aelric_solaris, vessa_lunaris)	0
parent(cassian_lunaris, Z3)	parent(cassian_lunaris, maeve_solaris)	0
serves(X11, L111)	serves(toren_emberfall, caelan_solaris)	0
road(thornwood, B6)	road(thornwood, sunreach)	0
part_of(R17, riverlands)	part_of(thornwood, riverlands)	0
member_of_house(X5, house_thornvale)	member_of_house(rhea_riverwyn, house_thornvale)	0
serves(X8, L18)	serves(lyra_thornvale, leon_lunaris)	0
parent(mira_riverwyn, Z12)	parent(mira_riverwyn, lyra_thornvale)	0
parent(owen_stoneward, Z3)	parent(owen_stoneward, toren_emberfall)	0
seat_of(H2, S2)	seat_of(house_thornvale, stonegate_keep)	0
serves(lyra_thornvale, L112)	serves(lyra_thornvale, faye_thornvale)	0
serves(X11, L111)	serves(L110, liora_solaris)	0
lives_in(X5, S5)	lives_in(southern_realm, S5)	0
parent(caelan_solaris, Z4)	parent(caelan_solaris, maris_riverwyn)	0
parent(nash_stoneward, Z12)	parent(nash_stoneward, isolde_thornvale)	0
located_in(S3, R13)	located_in(rivermeet_hall, thornwood)	0
member_of_house(Y0, H0)	member_of_house(brom_emberfall, house_solaris)	0
located_in(S0, R10)	located_in(ashport, central_realm)	0
located_in(S5, R15)	located_in(mistharbor, sunreach)	0
located_in(S3, R3)	located_in(rivermeet_hall, stonecoast)	0
member_of_house(X5, house_thornvale)	member_of_house(seris_solaris, house_thornvale)	0
parent(iris_lunaris, Z3)	parent(iris_lunaris, maeve_solaris)	0
parent(aelric_solaris, Z0)	parent(aelric_solaris, petra_stoneward)	0
parent(vessa_lunaris, Z2)	parent(vessa_lunaris, cedric_thornvale)	0
parent(cedric_thornvale, Z4)	parent(cedric_thornvale, myra_emberfall)	0
parent(vessa_lunaris, Z11)	parent(vessa_lunaris, elara_solaris)	0
part_of(R15, R5)	part_of(R15, moonfen)	0
connected_region(A, S)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
serves(L12, L13)	serves(L12, mira_riverwyn)	0
serves(X9, L19)	serves(lyra_thornvale, nash_stoneward)	0
resident_of(R1, stonecoast)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
ancestor(briar_thornvale, R2)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
serves(lyra_thornvale, L112)	serves(lyra_thornvale, talia_lunaris)	0
lives_in(X8, S8)	lives_in(nella_riverwyn, reedcross)	0
located_in(S2, R12)	located_in(ashport, southern_realm)	0
parent(A, brom_emberfall)	parent(A, brom_emberfall)	0
located_in(S4, R14)	located_in(stonegate_keep, eastern_realm)	0
road(riverlands, B10)	road(riverlands, thornwood)	0
lives_in(X8, S8)	lives_in(darian_stoneward, rivermeet_hall)	0
road(stonecoast, B11)	road(stonecoast, stonecoast)	0
serves(X8, L18)	serves(darian_stoneward, sylvi_emberfall)	0
parent(liora_solaris, Z9)	parent(liora_solaris, elara_solaris)	0
lives_in(X7, S7)	lives_in(rowan_thornvale, mistharbor)	0
lives_in(X7, S7)	lives_in(faye_thornvale, granite_bay)	0
lives_in(aelric_solaris, S3)	lives_in(aelric_solaris, reedcross)	0
parent(bram_stoneward, Z7)	parent(bram_stoneward, maeve_solaris)	0
serves(X0, L10)	serves(X, sylvi_emberfall)	0
lives_in(X7, S7)	lives_in(alina_riverwyn, greenhollow)	0
parent(sylvi_emberfall, Z5)	parent(sylvi_emberfall, toren_emberfall)	0
located_in(S1, R11)	located_in(mistharbor, northern_realm)	0
parent(maris_riverwyn, Z11)	parent(maris_riverwyn, selene_lunaris)	0
parent(aelric_solaris, Z0)	parent(aelric_solaris, orion_solaris)	0
serves(X11, L111)	serves(toren_emberfall, pyr_emberfall)	0
located_in(S3, R13)	located_in(sunspire_keep, thornwood)	0
serves(selene_lunaris, L112)	serves(selene_lunaris, bram_stoneward)	0
located_in(S6, R16)	located_in(emberfall_hold, northern_realm)	0
parent(darius_solaris, Z12)	parent(darius_solaris, cassian_lunaris)	0
lives_in(X8, S8)	lives_in(briar_thornvale, ashport)	0
part_of(R12, B3)	part_of(R12, moonfen)	0
serves(lyra_thornvale, L17)	serves(lyra_thornvale, mira_riverwyn)	0
member_of_house(X0, Z)	member_of_house(darian_stoneward, stonecoast)	0
parent(petra_stoneward, Z10)	parent(petra_stoneward, orion_solaris)	0
parent(petra_stoneward, Z10)	parent(petra_stoneward, theron_lunaris)	0
parent(caelan_solaris, Z8)	parent(caelan_solaris, nyra_lunaris)	0
lives_in(X7, S7)	lives_in(lyra_thornvale, emberfall_hold)	0
ancestor(pyr_emberfall, R1)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
resident_of(darius_solaris, Z)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
parent(aelric_solaris, Z2)	parent(aelric_solaris, darian_stoneward)	0
located_in(S7, R17)	located_in(thornvale_manor, northern_realm)	0
ancestor(myra_emberfall, A)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
lives_in(faye_thornvale, S3)	lives_in(faye_thornvale, reedcross)	0
part_of(R15, sunreach)	part_of(sunreach, sunreach)	0
member_of_house(X2, house_stoneward)	member_of_house(corin_riverwyn, house_stoneward)	0
connected_region(sunreach, Z)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
part_of(R17, R7)	part_of(moonfen, riverlands)	0
serves(X5, L15)	serves(aelric_solaris, ren_emberfall)	0
parent(maris_riverwyn, Z3)	parent(maris_riverwyn, maris_riverwyn)	0
ancestor(rhea_riverwyn, R1)	ancestor(X, Y) :- parent(X, Z), ancestor(Z, Y)	0
resident_of(alina_riverwyn, riverlands)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
located_in(S7, R17)	located_in(rivermeet_hall, thornwood)	0
lives_in(caelan_solaris, S2)	lives_in(caelan_solaris, reedcross)	0
serves(darian_stoneward, L19)	serves(darian_stoneward, kara_stoneward)	0
lives_in(X7, S7)	lives_in(toren_emberfall, greenhollow)	0
resident_of(talia_lunaris, B)	resident_of(X, R) :- lives_in(X, S), located_in(S, R1), part_of(R1, R)	0
serves(darian_stoneward, L111)	serves(darian_stoneward, liora_solaris)	0
lives_in(X4, S4)	lives_in(nella_riverwyn, sunspire_keep)	0
parent(ren_emberfall, galen_stoneward)	parent(ren_emberfall, galen_stoneward)	0
lives_in(X4, S4)	lives_in(ash_thornvale, thornvale_manor)	0
lives_in(X7, S7)	lives_in(bram_stoneward, sunspire_keep)	0
parent(petra_stoneward, Z3)	parent(petra_stoneward, selene_lunaris)	0
lives_in(X4, S4)	lives_in(galen_stoneward, ashport)	0
parent(garrick_emberfall, Z3)	parent(garrick_emberfall, tessa_stoneward)	0
parent(bram_stoneward, Z5)	parent(bram_stoneward, tessa_stoneward)	0
lives_in(theron_lunaris, S4)	lives_in(theron_lunaris, stonegate_keep)	0
member_of_house(X2, house_emberfall)	member_of_house(tessa_stoneward, house_emberfall)	0
lives_in(X2, S2)	lives_in(orion_solaris, mistharbor)	0
resident_of(C, eastern_realm)	resident_of(X, R) :- lives_in(X, S), located_in(S, R)	0
serves(aelric_solaris, L18)	serves(aelric_solaris, iris_lunaris)	0
lives_in(aelric_solaris, S7)	lives_in(aelric_solaris, stonegate_keep)	0
serves(aelric_solaris, L112)	serves(aelric_solaris, cedric_thornvale)	0
parent(briar_thornvale, Z11)	parent(briar_thornvale, alina_riverwyn)	0
lives_in(X2, S2)	lives_in(kara_stoneward, rivermeet_hall)	0
part_of(R15, R5)	part_of(sunreach, southern_realm)	0
parent(ash_thornvale, Z3)	parent(ash_thornvale, selene_lunaris)	0
lives_in(X8, S8)	lives_in(lyra_thornvale, moonwatch_castle)	0
parent(nella_riverwyn, Z10)	parent(nella_riverwyn, petra_stoneward)	0
serves(X12, L112)	serves(darian_stoneward, caelan_solaris)	0
parent(C, Z1)	parent(C, galen_stoneward)	0
parent(talia_lunaris, Z12)	parent(talia_lunaris, alina_riverwyn)	0
road(riverlands, B8)	road(riverlands, thornwood)	0
located_in(S0, R10)	located_in(greenhollow, cinderlands)	0
parent(bram_stoneward, Z5)	parent(bram_stoneward, brom_emberfall)	0
serves(X5, L15)	serves(maris_riverwyn, ash_thornvale)	0
member_of_house(wren_thornvale, house_emberfall)	member_of_house(wren_thornvale, house_emberfall)	0
serves(L110, L111)	serves(L110, sylvi_emberfall)	0
parent(Z8, corin_riverwyn)	parent(Z8, corin_riverwyn)	0
parent(petra_stoneward, Z2)	parent(petra_stoneward, cedric_thornvale)	0
connected_region(stonecoast, Z)	connected_region(A, C) :- road(A, B), connected_region(B, C)	0
parent(kara_stoneward, Z3)	parent(kara_stoneward, toren_emberfall)	0
lives_in(X8, S8)	lives_in(liora_solaris, stonegate_keep)	0
parent(cassian_lunaris, brom_emberfall)	parent(cassian_lunaris, brom_emberfall)	0
parent(nella_riverwyn, Z2)	parent(nella_riverwyn, kaela_emberfall)	0
serves(X12, L112)	serves(toren_emberfall, darius_solaris)	0
parent(darius_solaris, Z7)	parent(darius_solaris, maeve_solaris)	0
